,Governor ID,Name,Date,Ranking,KVK Contrib,Kills Contrib,Deads Contrib,RSS Contrib,Power,PreKVK Power,Total Kills,Power / KVK Contrib
1151,98091482,ㅤPirate  Peace,2022-01-01,829,115812.0,115812,0,0.0,25397121.0,20107332.0,431725,219.29610921148068
939,81359161,彡2 Angel ヅ,2022-01-01,1274,0.0,0,0,200000.0,25409340.0,25354840.0,0,inf
1110,96653681,Slayer Kowalski,2022-01-01,532,3791165.0,1762005,1865160,164000.0,25412294.0,22093279.0,2187382,6.703030335002565
1004,37763148,Fallin002,2022-01-01,1108,0.0,0,0,2735255.108,25422858.0,24648158.0,0,inf
990,45778024,SlanterFarm,2022-01-01,1157,0.0,0,0,3650216.748,25456545.0,24820387.0,0,inf
1040,96007827,RikoSaikawa,2022-01-01,809,232565.0,232565,0,0.0,25464857.0,24198178.0,125989,109.49565497817814
911,92123052,DaCura,2021-12-14,400,6510956.0,57940,3197538,4000000.0,25466602.0,25669280.0,104747,3.911346045035476
1010,27831676,M3llow QUeen,2021-12-09,1255,0.0,0,0,0.0,25479560.0,24522225.0,0,inf
964,67704983,义 daeny 义,2022-01-01,884,11698.0,11698,0,0.0,25512907.0,25062902.0,5849,2180.963156095059
1052,84992368,ᴹᴰ Kanako,2022-01-01,670,1740426.0,358802,1312944,68680.0,25549047.0,24042507.0,246931,14.67976633307018
1037,80025938,M3llow Evë,2022-01-01,596,2781084.0039999997,862806,1798278,120000.004,25624972.0,24250423.0,704760,9.214023007986782
972,16092334,YouGotNickCrabs,2022-01-01,1073,0.0,0,0,0.0,25642186.0,25014973.0,0,inf
1062,50846273,Grandpa Farm4,2022-01-01,913,280.0,140,0,4000000.0,25653482.0,23875173.0,147,91619.57857142857
983,96326411,TigerSosa,2022-01-01,1049,0.0,0,0,0.0,25674545.0,24907280.0,0,inf
994,74307326,tomizasu 0,2022-01-01,1094,0.0,0,0,4000000.0,25680079.0,24772351.0,0,inf
821,70821752,Dybala junior,2022-01-01,705,1325503.0,240721,1084782,0.0,25708264.0,27256425.0,242208,19.395100576913066
944,70615113,Dod 1,2022-01-01,763,554844.0,26058,251364,1234148.408,25709982.0,25297362.0,58857,46.33731643488981
957,31137582,ASTARTEA I,2022-01-01,1257,0.0,0,0,1182325.9840000002,25714363.0,25122563.0,0,inf
958,25459192,schys,2022-01-01,1086,0.0,0,0,2485790.216,25730275.0,25104767.0,0,inf
892,84483508,511 pirate,2022-01-01,415,6199490.004,1108010,4551480,540000.004,25743388.0,26030929.0,735586,4.152500928848985
968,58681682,Lemon彩虹,2022-01-01,1117,0.0,0,0,11880.0,25757036.0,25041559.0,0,inf
1025,58839227,HEathens,2022-01-01,848,57286.0,28643,0,53120.0,25757283.0,24375497.0,28643,449.62613902175053
841,36769449,jedifarm,2022-01-01,838,96322.0,48161,0,2261359.5319999997,25764473.0,26822728.0,48161,267.4827453748884
1051,97061961,I AM STIK,2022-01-01,502,4275809.004,1674693,2521116,80000.004,25787401.0,24057828.0,1119687,6.030999274260381
1063,91384301,HaeSoö,2022-01-01,564,3242048.0,2311862,834186,96000.0,25790679.0,23851148.0,1496760,7.955057728941706
1015,55889857,CAP Farm,2022-01-01,1128,0.0,0,0,0.0,25798434.0,24472582.0,0,inf
976,86247358,IM BLAGUK777,2022-01-01,888,9780.0,0,4890,2094478.736,25810966.0,24974066.0,57440,2639.1580777096115
931,35511600,Tests fckup,2022-01-01,1249,0.0,0,0,442517.38399999996,25829177.0,25440824.0,0,inf
935,91456190,lorde edge,2022-01-01,1177,0.0,0,0,0.0,25859320.0,25410962.0,0,inf
999,48675758,F A L C Ô N,2022-01-01,1164,0.0,0,0,0.4,25872659.0,24692287.0,0,inf
1009,83773499,Viddik,2022-01-01,1264,0.0,0,0,623566.856,25884162.0,24538076.0,0,inf
920,72334719,Taurus 0,2022-01-01,1088,0.0,0,0,2440000.0,25888457.0,25582509.0,0,inf
1035,65163560,Proseccco,2022-01-01,899,2854.0,1427,0,3669100.08,25892210.0,24307826.0,1427,9072.252978276103
938,73993251,Valkixo,2022-01-01,852,50722.0,25361,0,1727011.5,25896849.0,25364653.0,25361,510.56442963605537
950,96101018,xMalcom,2022-01-01,825,139084.0,139084,0,0.0,25907030.0,25233168.0,81636,186.26894538552241
980,63706408,TinyTifa2,2022-01-01,845,66588.0,33294,0,2257009.376,25918667.0,24936452.0,16672,389.2393073827116
989,85349703,Legend Hades21,2022-01-01,424,6136703.0,2946169,3174534,16000.0,25954526.0,24822788.0,1942203,4.229392558186374
1050,95491469,ᶜʳᵉᵉᴰ,2022-01-01,1221,0.0,0,0,0.0,25964338.0,24064601.0,0,inf
974,86238869,Akenkeren2,2022-01-01,887,10581.0,10581,0,0.0,25972446.0,24983351.0,10581,2454.6305642188827
906,58968368,ゼロツー      002,2022-01-01,881,13469.0,13469,0,0.0,25979359.0,25822415.0,11053,1928.8261192367659
853,96237983,SlayerVannalla,2022-01-01,554,3435348.0,1882080,1313268,240000.0,25980222.0,26615044.0,1340760,7.5626172370310085
1065,95676768,Mr Kiraln,2022-01-01,764,548631.0,306993,241638,0.0,25995527.0,23840023.0,203750,47.38253398003394
919,80252834,M3llow Beardy,2022-01-01,368,7394241.032000001,1931013,4863228,600000.032,25999338.0,25583906.0,1982872,3.5161604669746174
1000,64357899,Lovebooty,2021-12-09,1081,0.0,0,0,0.0,25999800.0,24687188.0,0,inf
898,96216683,SlayerˣPosty,2022-01-01,399,6513875.0,2721269,3792606,0.0,26022824.0,25932655.0,1746299,3.9949836310951623
1030,84998606,Lemonちゃん,2022-01-01,500,4285949.0,1025983,3219966,40000.0,26038788.0,24331787.0,810329,6.075384471443781
943,79940825,Hʋŋtɘʀ,2021-12-09,1230,0.0,0,0,0.0,26078601.0,25302581.0,0,inf
1019,89179743,Pirate Desrt,2022-01-01,772,474591.0,370837,71754,32000.0,26117808.0,24431062.0,302254,55.03224460640847
914,16898698,Fr소nchy亗Yeo,2022-01-01,1084,0.0,0,0,239999.996,26176502.0,25613302.0,0,inf
955,65548507,FarmerMoxina,2022-01-01,1075,0.0,0,0,3711068.0319999997,26176649.0,25165022.0,0,inf
889,30895403,ASAP Flacko,2022-01-01,1214,0.0,0,0,0.0,26184384.0,26041340.0,0,inf
1094,96246071,M3llow Thinker,2022-01-01,719,1107726.0,224271,329592,1240000.0,26187411.0,22780653.0,210948,23.640693637235202
1074,95689782,Tōkyo,2022-01-01,597,2771209.848,1472327,1109874,189008.848,26195930.0,23604728.0,919276,9.452885720258886
868,62988416,Pirate Begal,2021-12-14,818,179196.0,89598,0,3724164.3039999995,26206539.0,26352297.0,75276,146.2451114980245
922,16508127,Bortron,2022-01-01,1077,0.0,0,0,1625252.5559999999,26232889.0,25573239.0,0,inf
942,70669896,BANTENG BLAGU,2022-01-01,1105,0.0,0,0,1300337.06,26244722.0,25325775.0,0,inf
878,34497254,Bitcorn,2022-01-01,1243,0.0,0,0,959567.72,26245945.0,26149945.0,0,inf
1007,71782184,OmniManToo,2022-01-01,1102,0.0,0,0,0.0,26246851.0,24555857.0,0,inf
1016,96241549,Bl4cK Wid0W,2022-01-01,668,1802103.0,1394157,407946,0.0,26261929.0,24464686.0,3388076,14.572934510402568
908,66238127,Jeg forstar ikk,2021-12-14,1071,0.0,0,0,0.0,26286294.0,25703004.0,0,inf
932,85366544,Fehme,2022-01-01,912,424.0,424,0,0.0,26319240.0,25425462.0,424,62073.67924528302
1047,95667863,Small Mitsuki,2022-01-01,795,309852.0,66594,88332,497727.33200000005,26337456.0,24084580.0,43738,85.00011618450098
872,96244148,Jagermiester,2022-01-01,708,1250034.0,77034,1173000,0.0,26360242.0,26295596.0,43129,21.087620016735546
867,96254479,Trooper Mox,2021-12-14,1011,0.0,0,0,0.0,26384377.0,26384377.0,0,inf
917,83301961,Slayer x Luffy,2022-01-01,625,2344511.016,589943,1754568,0.016,26391753.0,25602278.0,394616,11.256826186736076
947,88919373,Sir Jacquouille,2022-01-01,1191,0.0,0,0,0.0,26393422.0,25267568.0,0,inf
1022,95486999,ツLeGeND SiTA,2022-01-01,785,384412.184,219188,54402,110822.184,26442080.0,24407101.0,141025,68.78574899696727
978,15850637,I Am SaltTea,2022-01-01,1103,0.0,0,0,1162000.0,26445901.0,24947929.0,0,inf
924,55423883,suppermen  1,2022-01-01,1133,0.0,0,0,4000000.0,26520041.0,25541536.0,0,inf
904,22274656,BoosShakeShack,2022-01-01,873,17496.0,8748,0,1398780.7119999998,26523301.0,25853697.0,8748,1515.9637059899405
1059,61901644,Saddam68,2021-12-14,778,445209.008,445209,0,0.008,26558930.0,23935667.0,352931,59.65496996412975
937,57893941,Carnitas955,2022-01-01,1123,0.0,0,0,4000000.0,26607043.0,25382259.0,2,inf
852,51796131,Persian King 87,2021-12-14,1130,0.0,0,0,0.0,26624703.0,26624703.0,0,inf
926,87981918,Piяate Jєwєl,2022-01-01,1194,0.0,0,0,0.0,26647533.0,25525044.0,0,inf
916,45187068,M3llow Shawarma,2021-12-14,876,15316.0,15316,0,0.0,26695991.0,25603519.0,8799,1743.0132541133455
1056,84469048,Giock,2022-01-01,681,1631578.0,821670,649908,160000.0,26696143.0,23974930.0,621348,16.36216166190032
928,25947549,Oreana,2022-01-01,1090,0.0,0,0,2550376.1720000003,26697723.0,25468274.0,0,inf
910,27794057,Hoolee fm,2022-01-01,1269,0.0,0,0,4000000.0,26804747.0,25692298.0,0,inf
896,83961633,SEDAT PeKeR,2022-01-01,1263,0.0,0,0,0.0,26813168.0,25990266.0,0,inf
1100,96240899,M3llow Treez,2022-01-01,496,4319414.0,464821,1694886,4000000.0,26813996.0,22566956.0,317938,6.207785593138328
895,73884186,Haniyasu G,2022-01-01,866,27824.0,27824,0,0.0,26870979.0,25991199.0,27824,965.7482389304198
921,63579047,Licht Red Baron,2022-01-01,1149,0.0,0,0,0.0,26883801.0,25578671.0,0,inf
912,69100400,saw FarhoD,2022-01-01,1112,0.0,0,0,1160899.652,26891818.0,25661706.0,0,inf
913,96464896,cBЯToU Dealer,2022-01-01,391,6868077.0,3489807,3378270,0.0,26895142.0,25649836.0,2395655,3.915963959052876
855,17232791,Chob73,2022-01-01,1113,0.0,0,0,4000000.0,26954488.0,26587166.0,6312,inf
997,96198317,MAMPOS KAU SITU,2022-01-01,649,1981627.0,1250779,730848,0.0,26971332.0,24731024.0,1517858,13.610700701998914
1045,79935816,BoUnCeR61,2022-01-01,686,1582455.0,747001,803454,32000.0,26987848.0,24108902.0,519898,17.05441734520097
1095,96224409,Pirate Arcane,2022-01-01,808,235695.0,235695,0,0.0,26995776.0,22753563.0,183830,114.53690574683384
961,96095459,ᴺᴼMęrcy,2022-01-01,553,3447712.0,631382,1092474,4000000.0,27021355.0,25080417.0,641731,7.837474533835773
871,12971479,CallMeTea2,2022-01-01,860,42738.0,5814,36924,0.0,27039468.0,26316570.0,5814,632.6797697599326
1092,95677201,Small Snow,2022-01-01,494,4370123.0,1160215,3145908,64000.0,27066014.0,22924732.0,824527,6.1934215581575165
862,77727751,VALIANT Gekk,2021-12-14,895,6435.0,6435,0,0.0,27105696.0,26509901.0,5162,4212.22937062937
729,84084376,SlayerˣSophieM,2022-01-01,397,6619302.0,601392,6017910,0.0,27110688.0,30299672.0,423200,4.09570193352713
834,96257326,Small JMQ,2022-01-01,992,0.0,0,0,0.0,27127038.0,26936540.0,0,inf
1066,96410358,TeMeHb,2022-01-01,861,41754.0,41754,0,0.0,27138736.0,23819263.0,20877,649.9673324711405
875,39494780,tookax,2022-01-01,1063,0.0,0,0,2118207.892,27140086.0,26239873.0,0,inf
844,97125033,Trooper Mal,2021-12-29,928,0.0,0,0,0.0,27141272.0,26795325.0,0,inf
877,80636643,FarmLouie1,2022-01-01,1277,0.0,0,0,3272790.312,27174635.0,26194506.0,0,inf
845,66190912,Nighty Fury,2022-01-01,871,21646.0,10823,0,2119022.228,27186495.0,26791023.0,7762,1255.9592996396564
822,82887206,D1sasterx87,2021-12-14,1280,-13702296.0,0,-6851148,-82045.412,27198419.0,27198419.0,0,-1.9849533975911775
923,69070665,JonnyKr 爺 2,2022-01-01,835,101323.0,21805,79518,0.0,27199879.0,25549322.0,12787,268.4472331060075
918,66506925,LaserCannondeth,2022-01-01,910,616.0,308,0,2484886.576,27208984.0,25588466.0,308,44170.42857142857
827,6438579,Shepinski,2022-01-01,891,8176.0,4088,0,4000000.0,27241182.0,27025916.0,4088,3331.8471135029354
988,77644159,BabyBlackshadow,2022-01-01,1239,0.0,0,0,1821297.7880000002,27304453.0,24831644.0,0,inf
1032,76771772,ṩĶÿ ễ,2021-12-14,806,246996.0,246996,0,0.0,27316897.0,24313471.0,142187,110.5965157330483
933,83446660,Jablay Pirate,2022-01-01,637,2142901.0,1034269,1108632,0.0,27359922.0,25423475.0,740568,12.76770228769318
838,90827038,I Love 2285,2022-01-01,1185,0.0,0,0,3591824.6920000007,27365444.0,26869337.0,0,inf
951,80959999,彡1 Angel ヅ,2022-01-01,862,40198.0,20099,0,1612000.0,27366694.0,25228753.0,20099,680.7974028558634
890,84993930,ManiLAPIRATES,2021-12-14,877,14788.0,14788,0,0.0,27375895.0,26035153.0,14788,1851.2236272653504
865,64059118,Slayer x kentru,2022-01-01,677,1671853.0,302103,1269750,100000.0,27401387.0,26421199.0,202133,16.38983032599158
887,58351719,M3llow Choncc,2022-01-01,851,53891.0,53891,0,0.0,27404840.0,26058808.0,53891,508.5235011411924
813,96121928,Q80 HUNTER,2022-01-01,964,0.0,0,0,0.0,27425882.0,27402482.0,0,inf
1041,96004591,M3llow Set,2021-12-09,804,259342.0,129671,0,160000.0,27449665.0,24195328.0,129671,105.84350008868599
882,3909496,ItsAki IV,2022-01-01,810,227798.0,39487,74412,3470758.5919999997,27470382.0,26121112.0,46857,120.59097094794511
811,57637301,Farm Nit,2022-01-01,894,6540.0,3270,0,1658504.144,27482500.0,27437800.0,4175,4202.217125382263
848,90421701,MW NaMi,2022-01-01,1186,0.0,0,0,0.0,27510751.0,26678827.0,0,inf
894,64016617,Pirate Pengwing,2022-01-01,897,4278.0,4278,0,0.0,27558365.0,25998386.0,4248,6441.880551659654
993,84496079,popie the great,2022-01-01,734,851212.0,260710,542502,48000.0,27573162.0,24779402.0,201256,32.392825759035354
886,59160864,rank dark ue,2022-01-01,911,484.0,242,0,4000000.0,27578967.0,26088657.0,242,56981.336776859505
869,58815176,Baby yakoô,2022-01-01,1142,0.0,0,0,4000000.0,27607371.0,26347122.0,0,inf
802,79360533,屮 Escan0r 屮,2021-12-14,1231,0.0,0,0,0.0,27612073.0,27612073.0,0,inf
847,76603428,ˢᶦ Rippat,2022-01-01,674,1706699.0,813915,860784,32000.0,27621837.0,26708515.0,631685,16.184363499363393
888,66504517,Castratikon,2022-01-01,1069,0.0,0,0,2541715.656,27623116.0,26054023.0,0,inf
901,78939625,AgentCarterRN,2022-01-01,679,1640700.0,356400,1284300,0.0,27655871.0,25914472.0,209305,16.85614128116048
959,95822497,slayerX Qqueen,2022-01-01,807,239891.0,239891,0,0.0,27713801.0,25101720.0,168025,115.52663918196181
856,64520739,PIRATE vilmos,2022-01-01,664,1854592.0,247348,1607244,0.0,27743855.0,26578992.0,168051,14.959546358444337
905,96217658,Jounin Rey Vago,2022-01-01,878,14720.0,14720,0,0.0,27751772.0,25833402.0,10019,1885.310597826087
934,96294305,QasehManje,2022-01-01,548,3529417.0,1098443,2206974,224000.0,27775329.0,25416335.0,734848,7.869664876663767
992,84482307,Jackosville,2022-01-01,732,893286.0,566058,327228,0.0,27803710.0,24786907.0,414645,31.125205141466452
900,27930287,Deadly Arrow,2022-01-01,900,2750.0,1375,0,2938360.868,27888455.0,25925401.0,1375,10141.256363636363
897,76319094,PolarT,2022-01-01,718,1125848.0,294418,268506,1978664.864,27888547.0,25981734.0,379055,24.77114761495335
940,95607392,Sharks2009,2022-01-01,1219,0.0,0,0,0.0,27911395.0,25334913.0,0,inf
1024,95680750,ᴄᴏʀᴘsᴇ,2022-01-01,504,4241802.0,945546,3284256,12000.0,27944099.0,24379575.0,703861,6.5877895762225585
836,68350663,IchigoF1,2022-01-01,803,267586.0,133793,0,380000.0,27992367.0,26873028.0,115017,104.61073075571966
858,60303728,AhBengKoh,2022-01-01,863,39926.0,19963,0,280000.0,28009884.0,26562371.0,19963,701.5449581726193
842,58455235,ServantTiger,2022-01-01,1118,0.0,0,0,4000000.0,28052913.0,26811540.0,0,inf
996,96282361,fOLLOWyOURfUN,2022-01-01,560,3354164.0,858436,1735728,760000.0,28062553.0,24736724.0,650290,8.366482080184511
1044,96234720,BloodViking57,2022-01-01,482,4729880.0,2800538,1569342,360000.0,28065087.0,24109352.0,1919578,5.933572733346301
902,68019444,BlēstFoodz,2022-01-01,827,130494.0,65247,0,4000000.0,28066238.0,25877425.0,65247,215.0768464450473
956,91938689,city xspd,2022-01-01,1176,0.0,0,0,220000.0,28114244.0,25163445.0,0,inf
1029,96299025,paul04,2022-01-01,823,149391.0,149391,0,0.0,28130475.0,24344572.0,143254,188.3010020683977
823,73461895,Queen Tigro,2022-01-01,828,126106.0,126106,0,0.0,28163398.0,27186333.0,74528,223.33114998493332
954,96577092,Shahrivar,2022-01-01,844,70081.0,70081,0,0.0,28227781.0,25173171.0,450456,402.787931108289
1028,96593085,M3llow TNT,2022-01-01,713,1220121.0,563511,656610,0.0,28247343.0,24351621.0,338264,23.151263686142602
826,58025104,sinnerpride2,2022-01-01,904,1772.0,886,0,3040462.9239999996,28252291.0,27091437.0,792,15943.730812641084
1042,97435707,ImAnRSoul,2022-01-01,538,3690555.0,1154923,1015632,1520000.0,28272955.0,24168971.0,846469,7.660895177012671
909,86624714,Cro Patria ٚ,2022-01-01,1224,0.0,0,0,0.0,28315818.0,25697269.0,0,inf
883,35820841,iKingRagnarr,2022-01-01,858,44882.0,22441,0,194273.736,28327234.0,26104396.0,22441,631.1491020899247
1011,96287173,M3llow ZooTeR,2022-01-01,836,100252.0,100252,0,0.0,28331016.0,24508373.0,553674,282.5980130072218
948,96165300,Jerooooo,2022-01-01,805,255417.0,191541,63876,0.0,28353285.0,25246530.0,161912,111.0078225020261
786,66337482,Mᴀᴛsᴜʀɪ,2022-01-01,1070,0.0,0,0,4000000.0,28360478.0,28049729.0,0,inf
1237,96130941,virus dz,2022-01-01,610,2602388.636,1030743,1208448,363197.636,28368042.0,15481183.0,719366,10.900770779418666
876,74357168,仒 Changretta,2022-01-01,512,4147169.06,1469761,2594742,82666.06,28369632.0,26203424.0,2179332,6.840722331199105
801,68760958,Mini Hanie 1,2022-01-01,1101,0.0,0,0,4000000.0,28375380.0,27644330.0,0,inf
907,80257931,Pirate Sage,2022-01-01,870,22041.0,22041,0,0.0,28389454.0,25765123.0,14973,1288.0293090150174
783,84468905,HoneyCook,2021-12-14,1260,0.0,0,0,0.0,28410718.0,28203718.0,0,inf
798,81748803,SHSH月月,2022-01-01,1272,0.0,0,0,3331354.4039999996,28423554.0,27818206.0,0,inf
843,84452211,RagnaRöK,2022-01-01,592,2842214.0,816694,1805520,220000.0,28438027.0,26799467.0,590994,10.005589656514253
807,60665838,Bloodrocuted,2022-01-01,1166,0.0,0,0,2772751.12,28502442.0,27482072.0,0,inf
879,96105156,CHANBAOKAN,2022-01-01,573,3066634.0,649811,883506,4000000.0,28522507.0,26146203.0,431297,9.300916574980908
967,78025780,Slugger187,2022-01-01,896,4654.0,4120,534,0.0,28528569.0,25046619.0,4120,6129.903094112591
945,91434902,PIlyo,2022-01-01,632,2205530.0,1546286,659244,0.0,28546201.0,25271399.0,1005164,12.9430118837649
779,85371359,Salah Dawod,2022-01-01,340,8210548.492000001,2383940,5628954,197654.492,28553109.0,28528127.0,3227567,3.4776128571460116
884,82052885,Pirate Kyy,2022-01-01,716,1198858.0,244618,954240,0.0,28555328.0,26099803.0,155555,23.818774200113776
738,57087134,Roi René 49,2022-01-01,365,7495541.196,293710,7089258,112573.196,28562761.0,30187473.0,214755,3.8106335824346522
728,83297380,SlayerQueenCali,2022-01-01,246,11418406.0,817620,10440786,160000.0,28586678.0,30325987.0,459768,2.503561180080652
979,96272429,M3llow Linh,2022-01-01,559,3361426.0,495274,2026152,840000.0,28589776.0,24938559.0,750590,8.50525223521208
985,82284361,QuȺcksilver,2022-01-01,748,735700.0,478258,257442,0.0,28601422.0,24873446.0,380401,38.87647410629332
791,38672458,Red Devilsss,2022-01-01,1110,0.0,0,0,1685352.2719999999,28621427.0,27982328.0,0,inf
930,96181565,Lady Nude,2022-01-01,629,2325748.0,879400,1446348,0.0,28623437.0,25441218.0,669911,12.307196222462622
819,57008215,M3llow Abdi1838,2022-01-01,511,4159446.0,1054238,2801208,304000.0,28673693.0,27281752.0,747539,6.893632709740672
854,48439949,BigBlkClock,2022-01-01,628,2325791.0,1276493,1049298,0.0,28717047.0,26593975.0,929147,12.347217355299767
794,86883323,Pirates AbuZaki,2022-01-01,485,4639459.676,528773,4110462,224.676,28724431.0,27908207.0,360529,6.191331104480107
1008,83664660,G v B,2022-01-01,730,922154.0,842154,0,80000.0,28738001.0,24550731.0,648266,31.163993215883682
789,95769419,Small Yasuo vn,2022-01-01,1059,0.0,0,0,0.0,28746120.0,28021187.0,0,inf
1006,61827973,MSTTNCC,2022-01-01,1162,0.0,0,0,0.0,28767369.0,24624845.0,0,inf
880,84483050,Z3roCooL,2022-01-01,721,1049913.32,473351,375582,200980.32,28778515.0,26127964.0,350912,27.41037231530694
832,81756302,SHSH神神,2022-01-01,1271,0.0,0,0,2426549.932,28801168.0,26986366.0,0,inf
873,96616712,Trooper Aomlove,2022-01-01,784,390877.0,165583,177294,48000.0,28807401.0,26262290.0,127127,73.69940160203849
830,80244425,TheDANdaLoRiaN,2022-01-01,539,3673758.34,1357204,2289072,27482.34,28823925.0,27003622.0,1129374,7.845895764608186
817,17373071,YSf,2022-01-01,1129,0.0,0,0,1958764.6,28874158.0,27347958.0,0,inf
804,75341412,Organic Orange,2022-01-01,1168,0.0,0,0,0.0,28878241.0,27603891.0,0,inf
850,59951634,Red Hulk Smash,2022-01-01,737,817446.0,186921,221802,816000.0,28945934.0,26666831.0,161529,35.41020935939499
825,53410809,HatredCopter,2022-01-01,905,1528.0,764,0,4000000.0,29011859.0,27096769.0,764,18986.818717277485
810,95677291,亗 Mezy,2022-01-01,396,6641045.0,2127425,4513620,0.0,29097430.0,27438037.0,2400417,4.381453521245527
891,95676757,亗 Solo Igris,2022-01-01,855,46574.0,46574,0,0.0,29118375.0,26033615.0,27422,625.2066603684459
953,92688471,KOLAYMAUNG,2022-01-01,875,15538.0,15538,0,0.0,29147294.0,25219030.0,8547,1875.8716694555285
952,87989436,GweC,2022-01-01,672,1732680.0,682224,184116,4000000.0,29152789.0,25227787.0,472623,16.825258558995312
987,77796370,R R THANKS,2022-01-01,1237,0.0,0,0,0.0,29160392.0,24849029.0,0,inf
796,56668188,Pirate Solo,2022-01-01,395,6656147.432,4020328,2578074,57745.432,29189726.0,27853668.0,4160878,4.385378523869211
833,84578178,Pseudonymmm,2022-01-01,794,310052.0,155026,0,1079076.712,29219042.0,26975974.0,155026,94.23916633338924
761,63736667,SabdopaloN Jr,2022-01-01,1145,0.0,0,0,1831549.464,29236822.0,29205822.0,0,inf
857,88318766,Pirate Lofted,2022-01-01,604,2687398.0039999997,1486454,1180944,20000.004,29254188.0,26571264.0,1595712,10.885692389611526
1023,95676053,Trooper 尺ひﾉ,2022-01-01,800,283162.0,221590,61572,0.0,29254441.0,24406266.0,123158,103.31344248168892
793,58443603,SlaveTiger,2022-01-01,1119,0.0,0,0,4000000.0,29260352.0,27945243.0,0,inf
792,29115500,DN0,2022-01-01,1250,0.0,0,0,0.0,29263695.0,27945271.0,0,inf
915,92573671,Slayer Azzahra,2022-01-01,680,1637501.0,798317,839184,0.0,29308118.0,25608864.0,551557,17.898076398121283
1048,96224387,Pᴇʀɪsɪᴋ,2022-01-01,585,2971302.0,1642842,1328460,0.0,29315281.0,24076568.0,1178350,9.866139826917628
829,90562328,Sudirman OG,2022-01-01,902,2468.0,1234,0,3615575.392,29337145.0,27012050.0,1234,11887.011750405187
899,90920459,Mutaseeem,2022-01-01,696,1401587.0,738587,655800,7200.0,29365498.0,25927461.0,458912,20.95160557282566
795,78800403,NASTHAEL,2022-01-01,1234,0.0,0,0,4000000.0,29371106.0,27907834.0,1,inf
766,83566332,SlayerMarieJ,2022-01-01,364,7537522.0,3058582,4430940,48000.0,29403757.0,29040461.0,2514382,3.900984567607232
861,95676183,mAdzz y҉,2022-01-01,616,2496208.0,774806,921402,800000.0,29407785.0,26526529.0,497563,11.780983395614468
835,85790011,Reaperメ,2022-01-01,747,747084.0,406098,340986,0.0,29414111.0,26893916.0,259087,39.371892585037294
831,77762406,Doggytanian,2022-01-01,790,330221.0,218221,0,112000.0,29429835.0,26991522.0,184645,89.121633693799
808,70764354,Pirate Nemo,2022-01-01,857,45978.0,22989,0,4000000.0,29468161.0,27463318.0,339287,640.9187219974771
630,61924943,Arif Rh01,2022-01-01,257,11011985.044000002,1768266,9176232,67487.04400000001,29559720.0,33743724.0,1359300,2.684322570534722
815,85448673,WeFiSt0ᶤᶺ,2022-01-01,614,2516927.0,1028023,1448904,40000.0,29628436.0,27367951.0,733435,11.771670771540057
925,85779450,oCcr16,2022-01-01,666,1845189.624,1632972,150000,62217.624,29634765.0,25538280.0,1299456,16.060552592832053
1002,97822225,SlayerˣØrney,2022-01-01,565,3191457.0,1136247,2055210,0.0,29645948.0,24666448.0,819395,9.28915789872776
893,88905382,M3llow Spider,2022-01-01,603,2687621.0,1722527,965094,0.0,29656669.0,26027386.0,1572920,11.034542816862944
763,12507402,TeeroHPx,2021-12-14,1268,0.0,0,0,0.0,29681342.0,29122192.0,0,inf
799,66424168,Guan Chau 2,2022-01-01,856,46118.0,23059,0,4000000.0,29717622.0,27793716.0,925160,644.3822802376512
840,96255688,Slayer X Morlan,2022-01-01,576,3051073.0,1346233,1704840,0.0,29785662.0,26835656.0,1031865,9.762356390686161
874,84981994,SLAYERxVëdgë,2022-01-01,768,519042.0,454244,35358,29440.0,29802400.0,26256576.0,415566,57.41808948023474
851,66715811,Noka AXL,2022-01-01,1068,0.0,0,0,4000000.0,29840547.0,26629719.0,0,inf
715,80644934,Pirate Thorine,2022-01-01,227,12137084.912,913785,8231826,2991473.912,29898755.0,30876781.0,882977,2.4634214242366337
759,1097477,HISPAN0,2022-01-01,854,48162.0,24081,0,26418.84,29936182.0,29232307.0,266081,621.572650637432
777,63375965,Pirate Adjie,2022-01-01,487,4509076.0,1263382,3245694,0.0,29964207.0,28645866.0,889347,6.645309815137292
781,95673384,㐅1 cödè ㋛,2022-01-01,110,19592565.0,9201887,6390678,4000000.0,29976363.0,28351749.0,6797875,1.5299866556522845
719,84118914,ᴳᵂKzadé 왕자,2022-01-01,465,5080176.0,726228,4353948,0.0,29993839.0,30644601.0,515788,5.904094464443752
1017,93578062,M3llow AMIR,2022-01-01,643,2081363.0,780303,1221060,80000.0,29996670.0,24455974.0,637934,14.412031923311792
684,42659448,sǫᴅ BOT 6,2022-01-01,1146,0.0,0,0,0.0,30010388.0,31997074.0,0,inf
770,29801029,Pirate Alim,2022-01-01,908,888.0,444,0,4000000.0,30014505.0,28961345.0,444,33800.11824324324
765,66055533,Bye Tuga Farm,2022-01-01,1072,0.0,0,0,3745023.26,30039830.0,29082772.0,0,inf
1033,42331212,RodCopperbottom,2022-01-01,1115,0.0,0,0,1826859.892,30041311.0,24313286.0,38,inf
820,48649473,Pat king ll,2022-01-01,1163,0.0,0,0,1800000.0,30046213.0,27268891.0,0,inf
962,87481833,Duckinpirates,2022-01-01,812,211032.56399999998,176882,0,34150.564,30106144.0,25072793.0,112756,142.66112977710873
