Governor ID,Unnamed: 0,Unnamed: 0.1,Date,Name,ASCII Name,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,KP By Kills,Kill Points_diff,T1 Kills_diff,T2 Kills_diff,T3 Kills_diff,T4 Kills_diff,T5 Kills_diff,RSS Assistance_diff,Dead Troops_diff,KVK contrib,T4 Kills Contrib,T5 Kills Contrib,Dead Troops Contrib
39418334,1273,1066,2022-01-01,Beast Eicosoco,Beast Eicosoco,RA38,59233949.0,33981434,363199224,2469530,1812622,1986496,20312163,7400623,4797163257,34492,6867081,363199224.0,6855070.0,0.0,0.0,0.0,267423.0,209042.0,0.0,110495.0,7028574,819284,2370826,3838464
39494780,1279,1861,2022-01-01,tookax,tookax,F38S,27140086.0,50375,447954,2731,5423,1458,38453,2310,5618315559,2307,766485,447954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39637709,1285,1194,2022-01-01,FHK HellAngel,FHK HellAngel,RA38,66397827.0,60420552,632196822,6730541,2533636,2645848,35501049,13009478,6627926445,42636,4546287,632196822.0,17364215.0,103812.0,57562.0,10377.0,665580.0,526551.0,6627926445.0,4546287.0,16323959,4243819,8027362,4052778
39666473,1291,1198,2022-01-01,Fallin0001,Fallin0001,F38N,38646176.0,6393418,63108013,520505,1020251,396725,2974223,1481714,8796753085,15112,4779960,63108013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39673397,1297,1381,2022-01-01,LyoKo,LyoKo,RR38,74165217.0,102729645,1200177623,5602435,4637049,3460097,60465863,28564201,2725018093,99585,6810096,1200177623.0,2012310.0,0.0,0.0,0.0,9725.0,95753.0,0.0,0.0,23829270,6893440,13072412,3863418
39693303,1303,1884,2022-01-01,ʇuɐɥɔɹǝW,ʇuɐɥɔɹǝW,RA38,65835857.0,38261922,481251888,1195483,1228838,1874539,20820428,13142634,1350179533,30669,3227908,481251888.0,2109062.0,3699.0,2670.0,1938.0,112627.0,48448.0,0.0,13863.0,4108234,1094514,2004424,1009296
39750664,1308,6199,2021-12-29,义pirate Cange,义pirate Cange,AOO:,25367039.0,1982319,18614656,44574,188885,308263,1181702,258895,889038026,6593,553852,18614656.0,8382888.0,1732.0,16.0,0.0,584489.0,126881.0,0.0,293046.0,3534872,817360,506704,2210808
39751049,1314,1523,2022-01-01,Pirate Nebu II,Pirate Nebu II,Rt38,35441571.0,9608685,76080407,1069769,1512410,1242071,4781535,1002900,2623929494,10674,4113773,76080407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39756277,1320,1006,2022-01-01,ALMIGHTY BLACK,ALMIGHTY BLACK,RP38,136533457.0,155554635,1720817641,7596389,23665767,15407125,56736875,52148479,1912049387,63302,5651384,1720817641.0,42147608.0,69612.0,30390.0,644.0,970293.0,1618370.0,0.0,144014.0,42663765,8547807,24703614,9412344
39759597,1326,1417,2022-01-01,MadPharoh,MadPharoh,RR38,126153431.0,151479805,1610049247,13811385,5646836,9486527,89265395,33269662,11698206060,66723,5667413,1610049247.0,1874952.0,47318.0,717.0,2871.0,114689.0,35284.0,0.0,5562.0,18227364,3863874,10936548,3426942
39976329,1332,1818,2022-01-01,kokoroo OG,kokoroo OG,RA38,42777826.0,26014881,211774425,4216638,2455733,2016323,14856940,2469247,8178252328,48504,4571133,211774425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118321,222097,910166,986058
4,1333,647,2021-11-22,SoujiroLEE,SoujiroLEE,RN38,31166323.0,2225935,27237865,73996,75701,245551,1052428,778259,7790340226,13074,2552451,27237865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
40299040,1339,1938,2022-01-01,㋛Marreta Preta㋛,㋛Marreta Preta㋛,RA38,57865218.0,103519139,1039973512,6756181,5106212,5602773,71508070,14545903,9087547395,74735,6664460,1039973512.0,12178892.0,22981.0,44647.0,14263.0,780825.0,210985.0,0.0,192606.0,18210340,3783016,6153804,8273520
40412748,1345,1963,2022-01-01,亗BLS EVIL亗,亗BLS EVIL亗,RR38,76924102.0,98901115,1007878451,7098417,6899483,8418463,57070909,19413843,5353938246,92125,4780151,1007878451.0,21099657.0,30594.0,9675.0,9682.0,1205038.0,449254.0,0.0,377126.0,24750347,5314193,13863546,5572608
40419140,1351,1355,2022-01-01,Lazzys beefstew,Lazzys beefstew,F38n,45088000.0,24068367,174009027,3655727,4706569,1972581,11869538,1863952,3291778935,24744,3961461,174009027.0,0.0,0.0,0.0,0.0,0.0,0.0,3291778935.0,0.0,0,0,0,0
40448251,1352,4045,2021-12-09,Habib123ka4,Habib123ka4,Rw38,22737576.0,2276045,15774067,738087,709022,20784,203777,604375,9504240260,7563,119500,15774067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
40541417,1358,1865,2022-01-01,vɪcᴛoʀɪᴀ,vɪcᴛoʀɪᴀ,#N/A,40921619.0,15241616,194543649,1336536,193485,325138,7514032,5872425,2314833039,28793,3601481,194543649.0,4073948.0,6807.0,3857.0,248.0,105236.0,150576.0,0.0,83556.0,6111162,887078,2681500,2542584
40823396,1364,1799,2022-01-01,axiaKing ツ OG,axiaKing ツ OG,RK38,52360124.0,13340904,137100633,757368,1106722,502149,8676618,2298047,3422768205,23852,1166431,137100633.0,2503238.0,1591.0,0.0,0.0,18344.0,115974.0,0.0,26194.0,1914136,439214,1126664,348258
41086563,1370,1173,2022-01-01,Dårth Invader,Darth Invader,RR38,69357952.0,203997724,1807274739,27081377,24169031,13525498,108501795,30720023,7641474807,20437,15006172,1807274739.0,44568125.0,48707.0,29339.0,3004.0,1899437.0,1274666.0,0.0,229552.0,19955481,5078929,10705922,4170630
41779923,1376,1568,2022-01-01,R U M A 云 OG,R U M A 云 OG,OGFa,73445609.0,143852132,1370049609,15447846,6678187,10345544,91538961,19841594,11508728481,111838,6844560,1370049609.0,13782098.0,21161.0,56342.0,98913.0,761289.0,282832.0,0.0,51364.0,13631465,5103641,7646208,881616
41855461,1382,1739,2022-01-01,TheTrueFarmer,TheTrueFarmer,RX38,41144326.0,2955855,40147084,47643,180403,17125,1450543,1260141,11253212354,8448,1075847,40147084.0,366530.0,0.0,0.0,0.0,18793.0,8930.0,400000000.0,0.0,51789,23235,28554,0
41925878,1388,1832,2022-01-01,n y a,n y a,Ri38,48535224.0,21315002,251555728,932061,293983,234980,14723813,5130165,4466486068,71962,3445465,251555728.0,14076526.0,14298.0,4855.0,1549.0,733902.0,335937.0,30000000.0,350503.0,13268747,2870373,4771658,5626716
42028782,1394,1541,2022-01-01,PirateカEitschiカ,PirateカEitschiカ,RR38,38510039.0,22444120,248853724,1062072,1221642,885809,14283715,4990882,3311652635,30622,4122047,248853724.0,5506810.0,0.0,0.0,0.0,173221.0,188730.0,3311652635.0,53915.0,9524900,809574,3850052,4865274
4209884,1400,1032,2022-01-01,AndrewB2017,AndrewB2017,RM38,32192897.0,1810793,26281109,21038,10978,56054,842373,880350,8105383859,13500,1811319,26281109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
42331212,1404,1591,2022-01-01,RodCopperbottom,RodCopperbottom,RX38,30041311.0,289891,3074016,4464,13859,20019,206565,44984,3101050833,3473,515411,3074016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
42467519,1410,1209,2022-01-01,Fiona SMASH,Fiona SMASH,Hp38,84607741.0,110478149,1427088367,2862938,1763944,2239883,65819932,37791452,6260778145,81676,8069053,1427088367.0,3775140.0,0.0,0.0,0.0,138384.0,119565.0,0.0,4079.0,9973681,3365637,3934012,2674032
42659448,1416,1857,2022-01-01,sǫᴅ BOT 6,soᴅ BOT 6,RM38,30010388.0,8497486,39244891,5380167,50289,53785,2241176,772069,5032093478,22219,1089218,39244891.0,0.0,5000000.0,50000.0,50000.0,2000000.0,771990.0,5032093478.0,0.0,0,0,0,0
42882386,1422,1971,2022-01-01,恒纪元之星,恒纪元之星,Rw38,49474451.0,3255277,33430159,113558,96576,269434,2337762,437947,2430706186,15196,846697,33430159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2978302,1233068,863906,881328
42989323,1423,2858,2021-12-02,zeusS09,zeusS09,roah,24927180.0,577657,6784973,5677,586,2124,461123,108147,13191107625,14671,198792,6784973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
43110892,1429,1851,2022-01-01,slanter,slanter,RA38,79052304.0,165601415,2129362026,4315100,5217264,4344322,93380739,58343990,5102131492,153495,9193363,2129362026.0,26555832.0,106807.0,44171.0,145217.0,2094824.0,245851.0,5102131492.0,293488.0,14422881,3284177,8207716,2930988
43133759,1435,1607,2022-01-01,SEMRUK,SEMRUK,RX38,50197217.0,12570447,65908328,5609612,714599,217307,5809060,219869,2887334424,19061,210329,65908328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417482,99184,318298,0
43307988,1441,1490,2022-01-01,PICCO,PICCO,RK38,61134860.0,29395502,364581313,1408807,152311,484590,18493931,8855863,12241883741,98402,6033370,364581313.0,11161644.0,11572.0,3374.0,3743.0,351429.0,381166.0,13.0,153285.0,12788668,1644356,5177930,5966382
43366078,1447,1854,2022-01-01,slayerxoeschapa,slayerxoeschapa,RP38,40582196.0,4901601,56098207,217417,216971,161678,3113663,1191872,562632289,21446,1923750,56098207.0,5301827.0,41594.0,17316.0,164.0,189652.0,168085.0,0.0,119639.0,3610383,537295,1051850,2021238
43782411,1453,1481,2022-01-01,Omniscient いち,Omniscient いち,RR38,55940369.0,75901692,816463422,8787501,2992413,2564434,43268352,18288992,2926916425,96240,5835949,816463422.0,57072457.0,627856.0,38414.0,184457.0,2628645.0,1492289.0,25000001.0,246006.0,21775439,5090431,9930622,6754386
43893200,1459,1339,2022-01-01,LORDOFDRAGONS,LORDOFDRAGONS,OGFa,40114032.0,2728820,22995383,263618,301760,153545,1847298,162599,1886862692,10382,2143407,22995383.0,0.0,200000.0,300000.0,100000.0,1000000.0,162520.0,0.0,0.0,0,0,0,0
44071135,1465,1208,2022-01-01,Fiona BASH,Fiona BASH,Hp38,33041126.0,992008,13889146,4104,108262,44343,321155,514144,3445494907,3358,596777,13889146.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,0.0,0,0,0,0
4445859,1470,1835,2022-01-01,not ryn,not ryn,RX38,34436603.0,5268924,61769105,120576,316700,124065,3353633,1353950,11862490318,12077,1865399,61769105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439705,262003,470632,707070
44460685,1476,1775,2022-01-01,Wings of Rainy,Wings of Rainy,RA38,58682110.0,112856435,1114851709,16937896,5646293,4008491,64331158,22041300,6644059900,0,7952573,1114851709.0,3553990.0,0.0,0.0,0.0,186755.0,84322.0,0.0,0.0,14321255,4662783,6298406,3360066
44665294,1482,1108,2022-01-01,COBIN,COBIN,RP38,39095328.0,30878365,169686468,17228190,767820,313970,8791839,3776546,798740564,33873,4982844,169686468.0,6065022.0,474156.0,3010.0,0.0,329589.0,133414.0,0.0,64617.0,5333862,1246940,1727878,2359044
44986862,1488,1605,2022-01-01,SAYUR KÖL,SAYUR KOL,Ri38,32269361.0,4896841,50755953,511325,426601,115564,2752879,1090472,527917841,16313,1911080,50755953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6066565,954363,702868,4409334
45187068,1492,4628,2021-12-14,M3llow Shawarma,M3llow Shawarma,Ri38,26695991.0,737494,3602483,168355,209651,108875,229825,20788,10258667,10012,527882,3602483.0,153160.0,0.0,0.0,0.0,2282.0,6517.0,0.0,0.0,15316,2282,13034,0
45486740,1498,1666,2022-01-01,Slayer X NOBITA,Slayer X NOBITA,RR38,45870424.0,27379690,131228216,15444351,520153,765735,8895292,1754159,160522777,29642,4189625,131228216.0,3316635.0,42015.0,0.0,1213.0,212652.0,58843.0,0.0,0.0,2170909,563469,999112,608328
45764094,1504,1589,2022-01-01,Ring shoes care,Ring shoes care,RR38,85502937.0,64917728,383173722,28477942,4441688,4962542,19196653,7838903,2092225050,11083,3571818,383173722.0,13744348.0,10902.0,1913.0,2098.0,479045.0,446975.0,260000000.0,172153.0,11363580,2149620,5457774,3756186
45778024,1510,1644,2022-01-01,SlanterFarm,SlanterFarm,RE38,25456545.0,500029,5601486,63014,39823,6542,232993,157657,8937411084,13042,476096,5601486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
46131252,1516,1690,2022-01-01,SlayerX MUSTAFA,SlayerX MUSTAFA,RP38,39077003.0,17820977,155754699,2394389,1137093,1465664,10933764,1890067,2475893667,21939,4770430,155754699.0,9350659.0,20417.0,4808.0,1955.0,423344.0,254785.0,0.0,291072.0,16353306,1976926,2219684,12156696
46217069,1522,1318,2022-01-01,Khaled Ben Wali,Khaled Ben Wali,Rw38,36888668.0,3563596,37192838,220262,58956,76466,2743323,464589,1324185106,9992,4713863,37192838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165183,77457,53974,1033752
46678919,1528,1593,2022-01-01,Royal Gazza,Royal Gazza,RP38,73895114.0,117464068,1573896276,1737953,1180188,1310785,69875767,43359375,1909055903,120165,9022748,1573896276.0,25663984.0,32469.0,5468.0,9151.0,1325407.0,617794.0,0.0,265759.0,23137586,5176208,11294472,6666906
46972060,1534,1786,2022-01-01,Yakoo OG,Yakoo OG,RR38,67124988.0,100770762,1149127641,4924945,1713003,2725429,69433277,21974108,2293200811,79908,5069331,1149127641.0,70145411.0,145041.0,179.0,5721.0,2675754.0,2166781.0,5000000.0,232987.0,30511635,7468117,19314242,3729276
47030081,1540,1420,2022-01-01,Marreta Preta I,Marreta Preta I,AOO:,30256117.0,24556246,200772872,3097771,1411786,2721844,16005453,1319392,6335179706,30796,4927410,200772872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
47257003,1546,1101,2022-01-01,C h i K a,C h i K a,Ri38,62531981.0,86284793,188837934,68892861,1822222,1555107,11509757,2504846,4112274641,46975,4208721,188837934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499390,1011076,205768,282546
47351877,1552,1758,2022-01-01,Valkiara,Valkiara,RP38,71381764.0,83544016,1017613094,3557103,1060384,2764314,51952065,24210150,1696947566,76163,8256536,1017613094.0,10328565.0,59636.0,33.0,103.0,501566.0,265025.0,0.0,224032.0,25755662,5250714,11676146,8828802
48281776,1558,1115,2022-01-01,Candyrain,Candyrain,RK38,70734478.0,51357310,549486607,2532357,2896991,4797141,29861883,11268938,860423450,73135,3998701,549486607.0,2576850.0,0.0,0.0,0.0,107689.0,74998.0,0.0,37571.0,7853147,2053065,3917210,1882872
48439949,1564,1071,2022-01-01,BigBlkClock,BigBlkClock,RK38,28717047.0,2266040,28833912,87283,56448,32080,1322934,767295,694858958,11395,1551755,28833912.0,718431.0,1255.0,0.0,0.0,21904.0,24957.0,0.0,0.0,2325791,460971,815522,1049298
48452348,1570,1051,2022-01-01,BOB the FVCKER,BOB the FVCKER,RP38,41618078.0,19012973,144832421,2182815,4279811,1626999,8913872,2009476,2628255132,30061,3782674,144832421.0,4293100.0,0.0,0.0,0.0,60780.0,184265.0,30000000.0,20058.0,1310145,134883,432174,743088
48649473,1576,1504,2022-01-01,Pat king ll,Pat king ll,F38!,30046213.0,3422574,30259078,196173,811151,266668,1544077,604505,2114710308,12147,2779475,30259078.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0,0,0,0
48675758,1580,1192,2022-01-01,F A L C Ô N,F A L C O N,RX38,25872659.0,2106365,9936205,359836,859400,234752,584111,68266,36990220,10868,1611288,9936205.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0
49137996,1581,861,2021-11-22,ɢɢ Candyrain,ɢɢ Candyrain,Rv38,24666703.0,792921,8402637,4478,21578,53464,612329,101072,3515164368,5363,1141975,8402637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
49174922,1587,1661,2022-01-01,Slayer X Kvothe,Slayer X Kvothe,RR38,55274011.0,32246484,347086665,4656938,1146253,636268,17482280,8324745,7642796444,49396,5790252,347086665.0,25417060.0,34510.0,995.0,1152.0,1598948.0,470704.0,50000000.0,237076.0,16198263,4487345,8017450,3693468
49219204,1593,1261,2022-01-01,Hoa Queen,Hoa Queen,RP38,39302929.0,32899899,91724467,26085538,588940,375670,3316822,2532929,4191929687,22114,5532139,91724467.0,4784389.0,1144.0,0.0,0.0,274406.0,102005.0,4191929687.0,2266.0,1546030,588668,943766,13596
49691603,1599,1536,2022-01-01,Pirate of Death,Pirate of Death,Rt38,36143469.0,870912,9857949,157025,92444,4339,271778,345326,1018000155,6137,2349702,9857949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142347,47239,95108,0
49911535,1605,1722,2022-01-01,Suga 旬,Suga 旬,RX38,75011687.0,88258164,1130117336,1535570,2427316,1121720,54300245,28873313,1005341496,68808,5973422,1130117336.0,51627682.0,300306.0,248836.0,116407.0,2328824.0,1365804.0,0.0,213135.0,29215403,7499035,15842272,5874096
49964501,1611,1993,2022-01-01,황신원 of Roseee,황신원 of Roseee,RO3E,39831034.0,10662352,86186548,1014710,661353,1876375,6504288,605626,8111127743,12438,2915982,86186548.0,9745255.0,42254.0,42604.0,946754.0,586458.0,0.0,3250000000.0,80402.0,1068870,586458,0,482412
50114134,1617,1152,2022-01-01,Dantss个,Dantss个,RR38,76079072.0,97186549,1152540294,2847464,2313926,1666210,66650087,23708862,2897162720,110485,4765618,1152540294.0,23559102.0,14910.0,0.0,0.0,1276586.0,539513.0,0.0,127120.0,35673698,9126580,21735304,4811814
50379414,1622,1672,2022-01-01,Slayer X Stag,Slayer X Stag,RX38,36211863.0,12452680,59539429,2308557,4661879,2198030,2472244,811970,708730169,15070,1887870,59539429.0,1194250.0,58500.0,16.0,72.0,86253.0,15985.0,50000000.0,66422.0,8359092,362404,606068,7390620
50653451,1628,1074,2022-01-01,Bigboybobo,Bigboybobo,RA38,75655734.0,89884726,1006923949,5550668,2683131,4916856,55390129,21343942,5265512510,13741,4163220,1006923949.0,6923949.0,179058.0,161097.0,38776.0,551008.0,45038.0,45000000.0,31711.0,9609468,2775056,3272320,3562092
50846273,1632,1234,2022-01-01,Grandpa Farm4,Grandpa Farm4,OGFa,25653482.0,4536568,7364216,1533093,2691621,262609,36098,13147,1836582653,3144,452750,7364216.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,140,140,0,0
5091253,1638,1471,2022-01-01,NotSpicyMikee,NotSpicyMikee,RK38,32419892.0,581552,7615592,45813,0,0,310835,224904,370227649,21069,1124287,7615592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57774,0,57774,0
51061315,1644,1124,2022-01-01,Chinese299,Chinese299,RR38,66043961.0,96291479,422861812,57880410,3902827,2245399,25075838,7187005,1393889903,38673,5199309,422861812.0,22008257.0,565362.0,59228.0,42972.0,1533280.0,313602.0,0.0,201449.0,11854230,4400540,3321832,4131858
51213820,1650,1007,2022-01-01,AMNA CASB,AMNA CASB,RP38,38899803.0,5173953,60777668,283924,192533,142292,3133743,1421461,1219611067,15651,1677281,60777668.0,2464865.0,4575.0,714.0,3858.0,124249.0,60230.0,0.0,4883.0,651621,215447,406876,29298
51276356,1656,1196,2022-01-01,Fakiu BB,Fakiu BB,Rj38,31361874.0,2447976,25627318,221283,103027,232967,1336884,553815,3841230423,8221,3976733,25627318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5128347,1662,1135,2022-01-01,Corhejlo,Corhejlo,Hp38,41542967.0,1792767,20746702,392,7969,378199,890625,515582,13711831559,12016,1078332,20746702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
51304605,1668,1221,2022-01-01,G A M  OG,G A M  OG,RR38,61925318.0,111792220,1006389876,19221520,3128980,5225203,70894354,13322163,4505552282,85002,4842895,1006389876.0,22221093.0,19392.0,24852.0,69715.0,1566417.0,311224.0,0.0,80366.0,20732721,8274207,8690490,3768024
51380796,1674,1565,2022-01-01,QuicheeeX,QuicheeeX,RK38,55105325.0,36944247,315561923,6753518,2263283,2421581,21011897,4493968,2126386889,35549,3509603,315561923.0,11778120.0,0.0,0.0,0.0,756420.0,210696.0,10000000.0,20170.0,4870600,1768942,1770378,1331280
51415089,1680,1821,2022-01-01,lord Sitrix,lord Sitrix,RC38,38850766.0,2575678,20597730,481232,376189,232144,1090173,395940,3778231008,8823,1120970,20597730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3908327,17879,175260,3715188
51632421,1686,1741,2022-01-01,TimeWizard x,TimeWizard x,RA38,67731016.0,50929538,417580683,15614025,2079834,3961860,19102561,10171258,2094399257,93533,5233208,417580683.0,23666510.0,835270.0,43732.0,63693.0,1763220.0,276251.0,0.0,248411.0,21290908,4695340,5654100,10941468
51651109,1692,1912,2022-01-01,ᴿᵒʸᵃᴵK,RoyalK,RR38,72372440.0,33413140,409919192,906762,433137,2132314,19847623,10093304,4717059435,48823,5998383,409919192.0,306955.0,10526.0,0.0,0.0,12791.0,8847.0,0.0,0.0,11875608,2012270,3897922,5965416
51796131,1696,4728,2021-12-14,Persian King 87,Persian King 87,#N/A,26624703.0,941893,10026520,52731,151873,43552,433672,260065,119812249,15043,2661213,10026520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
52130105,1701,6154,2021-12-29,ᵛⁿMr Crab,ᵛⁿMr Crab,RR38,59203168.0,61895891,537058728,11311770,3372073,3032477,36766910,7412661,5879759278,55516,6314368,537058728.0,40842824.0,74999.0,3566.0,9458.0,2254716.0,911785.0,0.0,204445.0,5756575,2397199,1946568,1412808
52148124,1704,4529,2021-12-14,JamesVeryT,JamesVeryT,#N/A,35437821.0,16319268,126557646,3496341,955589,1028820,9693844,1144674,7039329552,21768,1970044,126557646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
52375803,1710,1755,2022-01-01,VARTOLÒ,VARTOLO,RR38,55541397.0,61298037,698439533,6081856,2632239,2032166,32720550,17831226,3357125202,66223,5593472,698439533.0,24629803.0,15423.0,2445.0,442.0,772874.0,844566.0,0.0,178175.0,21716108,4332498,11094614,6288996
52419470,1716,1038,2022-01-01,AssAssin A,AssAssin A,RR38,63194650.0,73391990,855107657,3655505,1816457,4852178,43002207,20065643,4068632059,67814,6764093,855107657.0,39946053.0,28413.0,310.0,0.0,1758571.0,1117702.0,4.0,103722.0,26502400,5557304,14264684,6680412
52435883,1722,999,2022-01-01,1P FOX,1P FOX,RP38,51102230.0,25931667,242491321,5752578,1634815,928254,11796224,5819796,853259425,41085,5819900,242491321.0,12386897.0,140256.0,96.0,241.0,445635.0,395067.0,0.0,140303.0,8721555,1171049,3817642,3732864
52515492,1728,1143,2022-01-01,DARK EVIL 亗,DARK EVIL 亗,AOO:,61833809.0,91290778,884051522,11765583,3380408,4774695,57156303,14213789,7727712412,62165,4937750,884051522.0,32178957.0,64006.0,4051.0,1126.0,1281007.0,967174.0,0.0,267141.0,23589600,6464240,13362004,3763356
52618268,1734,1733,2022-01-01,Test Knight,Test Knight,RA38,77536102.0,119324814,1339208374,9502772,3875997,2247234,75340933,28357878,2084151277,94952,8119233,1339208374.0,14672976.0,131570.0,20426.0,15485.0,1185559.0,134414.0,0.0,175122.0,12026766,5223422,3975622,2827722
52619890,1740,1640,2022-01-01,Sir Rockzo,Sir Rockzo,RR38,81858225.0,243128545,2726614477,12643339,13121187,9625564,149542792,58195663,4412263706,135049,8347092,2726614477.0,15970463.0,145525.0,32186.0,14084.0,881625.0,350220.0,0.0,119959.0,26991942,6691352,14614120,5686470
52663991,1746,1627,2022-01-01,Sgt Muerte,Sgt Muerte,RP38,87301504.0,63799266,735212057,881866,1574096,1176648,47615222,12551434,3284129490,29155,2757586,735212057.0,14702539.0,423.0,437.0,0.0,406686.0,531736.0,0.0,10849.0,14414123,2900353,8150506,3363264
52710496,1752,1793,2022-01-01,Zea OG,Zea OG,#N/A,46281542.0,21246795,198292913,3171838,1066961,516771,13636696,2854529,2380416021,21103,2759024,198292913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978445,1104887,2096306,3777252
53317858,1758,1485,2022-01-01,Oxiurus Maximus,Oxiurus Maximus,RA38,80844972.0,71222605,457999757,30592116,4879920,2475941,23327483,9947145,1182144041,53039,3193881,457999757.0,1082032.0,3489.0,837.0,0.0,28418.0,39774.0,0.0,19958.0,2610996,651028,1840220,119748
53399282,1764,1426,2022-01-01,Memorize 150421,Memorize 150421,Ri38,31916827.0,16426892,99724033,2365516,4864331,2806447,4951548,1439050,369915594,14141,3590970,99724033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426473,64023,279092,83358
53410809,1770,1256,2022-01-01,HatredCopter,HatredCopter,KotF,29011859.0,325827,4557070,7530,5554,6309,160946,145488,7162626797,4605,2216895,4557070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764,764,0,0
53459290,1776,1560,2022-01-01,Qitiandsheng永,Qitiandsheng永,RR38,72266968.0,93460129,1053960607,9687067,1724458,3316792,53932913,24798899,3109628192,101720,6517694,1053960607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15880424,3846608,8514252,3519564
53474171,1782,1017,2022-01-01,Ahmad 81,Ahmad 81,RA38,64772084.0,66687967,494343350,27758523,718543,864360,26303370,11043171,1476144358,93857,5656304,494343350.0,8978758.0,32503.0,15361.0,809.0,430174.0,231828.0,0.0,201503.0,7654471,1713721,3388464,2552286
53562053,1788,1150,2022-01-01,Daduck,Daduck,RR38,76018226.0,152138059,1772937113,14447907,1662738,1800914,92501160,41725340,828050143,96782,9060736,1772937113.0,7261956.0,13890.0,285.0,2.0,297878.0,213991.0,0.0,16544.0,15240796,3184284,8735920,3320592
53565432,1794,1930,2022-01-01,パンダPandà,パンダPanda,RR38,71336666.0,67519174,813556509,3572489,1733229,1428001,41204555,19580900,1187367894,92757,5390897,813556509.0,598740.0,0.0,0.0,0.0,4370.0,27752.0,0.0,0.0,11444588,2036554,7082278,2325756
53572619,1800,1259,2022-01-01,High Mage Cowl,High Mage Cowl,RA38,74106715.0,48578567,507611144,7978532,1141731,1305334,26454876,11698094,588908667,38621,7471938,507611144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12180576,2444592,6143112,3592872
53573536,1806,1219,2022-01-01,FàttyPrime,FattyPrime,RR38,64781779.0,67784559,848941712,948770,1230823,1469513,44229680,19905773,2352387681,84494,5912612,848941712.0,19385033.0,34904.0,41.0,61735.0,541559.0,685772.0,167352867.0,120200.0,13089110,2710622,7143618,3234870
53639563,1812,1726,2022-01-01,TF26 OG,TF26 OG,#N/A,57509364.0,46861045,214042254,29341522,1615557,587894,10373018,4943054,1575094062,40934,4200008,214042254.0,8652069.0,9243.0,260.0,0.0,467522.0,198724.0,0.0,84561.0,13441700,2738022,3888896,6814782
53653040,1818,1744,2022-01-01,Troll Hüntęr,Troll Hunter,KotF,39204795.0,6118844,32699190,1165144,1524870,949323,2397101,82406,2259890011,11155,931082,32699190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
53702653,1824,1151,2022-01-01,Danrif 冬,Danrif 冬,RA38,55625586.0,51942354,595811568,3610564,338133,704205,35419267,11870185,926376412,22591,4541182,595811568.0,17378974.0,111902.0,8527.0,0.0,533520.0,600217.0,0.0,168172.0,8013487,1878623,3255182,2879682
